    5.0  0.00000e+00  0.00000e+00
    6.0  0.00000e+00  0.00000e+00
    7.0  0.00000e+00  0.00000e+00
    8.0  0.00000e+00  0.00000e+00
    9.0  0.00000e+00  0.00000e+00
   10.0  0.00000e+00  0.00000e+00
   11.0  0.00000e+00  0.00000e+00
   12.0  0.00000e+00  0.00000e+00
   13.0  0.00000e+00  0.00000e+00
   14.0  0.00000e+00  0.00000e+00
   15.0  0.00000e+00  0.00000e+00
   16.0  0.00000e+00  0.00000e+00
   17.0  0.00000e+00  0.00000e+00
   18.0  0.00000e+00  0.00000e+00
   19.0  0.00000e+00  0.00000e+00
   20.0  0.00000e+00  0.00000e+00
   21.0  0.00000e+00  0.00000e+00
   22.0  0.00000e+00  0.00000e+00
   23.0  0.00000e+00  0.00000e+00
   24.0  0.00000e+00  0.00000e+00
   25.0  0.00000e+00  0.00000e+00
   26.0  0.00000e+00  0.00000e+00
   27.0  0.00000e+00  0.00000e+00
   28.0  0.00000e+00  0.00000e+00
   29.0  0.00000e+00  0.00000e+00
   30.0  0.00000e+00  0.00000e+00
   31.0  0.00000e+00  0.00000e+00
   32.0  0.00000e+00  0.00000e+00
   33.0  0.00000e+00  0.00000e+00
   34.0  0.00000e+00  0.00000e+00
   35.0  0.00000e+00  0.00000e+00
   36.0  0.00000e+00  0.00000e+00
   37.0  0.00000e+00  0.00000e+00
   38.0  0.00000e+00  0.00000e+00
   39.0  0.00000e+00  0.00000e+00
   40.0  0.00000e+00  0.00000e+00
   41.0  0.00000e+00  0.00000e+00
   42.0  0.00000e+00  0.00000e+00
   43.0  0.00000e+00  0.00000e+00
   44.0  0.00000e+00  0.00000e+00
   45.0  0.00000e+00  0.00000e+00
   46.0  0.00000e+00  0.00000e+00
   47.0  0.00000e+00  0.00000e+00
   48.0  0.00000e+00  0.00000e+00
   49.0  0.00000e+00  0.00000e+00
   50.0  4.38739e-03  4.38739e-03
   51.0  9.87164e-03  9.87164e-03
   52.0  1.53559e-02  1.53559e-02
   53.0  2.08401e-02  2.08401e-02
   54.0  2.63244e-02  2.63244e-02
   55.0  3.18086e-02  3.18086e-02
   56.0  3.72929e-02  3.72929e-02
   57.0  4.27771e-02  4.27771e-02
   58.0  4.48840e-02  4.48840e-02
   59.0  4.32333e-02  4.32333e-02
   60.0  4.19000e-02  4.19000e-02
   61.0  4.06000e-02  4.06000e-02
   62.0  3.97000e-02  3.97000e-02
   63.0  3.57145e-02  3.57145e-02
   64.0  2.79000e-02  2.79000e-02
   65.0  2.00579e-02  2.00579e-02
   66.0  3.97000e-02  3.97000e-02
   67.0  1.58000e-02  1.58000e-02
   68.0  2.95000e-02  2.95000e-02
   69.0  4.57436e-02  4.57436e-02
   70.0  5.77000e-02  5.77000e-02
   71.0  4.45831e-02  4.45831e-02
   72.0  7.31000e-02  7.31000e-02
   73.0  1.27989e-01  1.27989e-01
   74.0  6.60660e-02  6.60660e-02
   75.0  4.91507e-02  4.91507e-02
   76.0  1.65532e-01  1.65532e-01
   77.0  1.43909e-01  1.43909e-01
   78.0  1.22846e-01  1.22846e-01
   79.0  1.61445e-01  1.61445e-01
   80.0  1.44445e-01  1.44445e-01
   81.0  1.17882e-01  1.17882e-01
   82.0  5.64000e-02  5.64000e-02
   83.0  3.85714e-02  3.85714e-02
   84.0  5.80751e-02  5.80751e-02
   85.0  7.64500e-02  7.64500e-02
   86.0  5.95833e-02  5.95833e-02
   87.0  7.64500e-02  7.64500e-02
   88.0  1.35572e-01  1.35572e-01
   89.0  2.20000e-01  2.20000e-01
   90.0  4.64333e-01  4.64333e-01
   91.0  4.80000e-01  4.80000e-01
   92.0  5.00000e-01  5.00000e-01
   93.0  5.56000e-01  5.56000e-01
   94.0  6.39000e-01  6.39000e-01
   95.0  6.96500e-01  6.96500e-01
   96.0  7.42000e-01  7.42000e-01
   97.0  7.71000e-01  7.71000e-01
   98.0  7.90000e-01  7.90000e-01
   99.0  8.10000e-01  8.10000e-01
  100.0  8.28000e-01  8.28000e-01
  101.0  8.42000e-01  8.42000e-01
  102.0  8.61000e-01  8.61000e-01
  103.0  8.86000e-01  8.86000e-01
  104.0  9.14000e-01  9.14000e-01
  105.0  9.40000e-01  9.40000e-01
  106.0  9.58000e-01  9.58000e-01
  107.0  9.80615e-01  9.80615e-01
  108.0  1.00000e+00  1.00000e+00
  109.0  1.00000e+00  1.00000e+00
  110.0  1.00000e+00  1.00000e+00
  111.0  1.00000e+00  1.00000e+00
  112.0  1.00000e+00  1.00000e+00
  113.0  1.00000e+00  1.00000e+00
  114.0  1.00000e+00  1.00000e+00
  115.0  1.00000e+00  1.00000e+00
  116.0  1.00000e+00  1.00000e+00
  117.0  1.00000e+00  1.00000e+00
  118.0  1.00000e+00  1.00000e+00
  119.0  1.00000e+00  1.00000e+00
  120.0  1.00000e+00  1.00000e+00
  121.0  1.00000e+00  1.00000e+00
  122.0  1.00000e+00  1.00000e+00
  123.0  1.00000e+00  1.00000e+00
  124.0  1.00000e+00  1.00000e+00
  125.0  1.00000e+00  1.00000e+00
  126.0  1.00000e+00  1.00000e+00
  127.0  1.00000e+00  1.00000e+00
  128.0  1.00000e+00  1.00000e+00
  129.0  1.00000e+00  1.00000e+00
  130.0  1.00000e+00  1.00000e+00
  131.0  1.00000e+00  1.00000e+00
  132.0  1.00000e+00  1.00000e+00
  133.0  1.00000e+00  1.00000e+00
  134.0  1.00000e+00  1.00000e+00
  135.0  1.00000e+00  1.00000e+00
  136.0  1.00000e+00  1.00000e+00
  137.0  1.00000e+00  1.00000e+00
  138.0  1.00000e+00  1.00000e+00
  139.0  1.00000e+00  1.00000e+00
  140.0  1.00000e+00  1.00000e+00
  141.0  1.00000e+00  1.00000e+00
  142.0  1.00000e+00  1.00000e+00
  143.0  1.00000e+00  1.00000e+00
  144.0  1.00000e+00  1.00000e+00
  145.0  1.00000e+00  1.00000e+00
  146.0  1.00000e+00  1.00000e+00
  147.0  1.00000e+00  1.00000e+00
  148.0  1.00000e+00  1.00000e+00
  149.0  1.00000e+00  1.00000e+00
  150.0  1.00000e+00  1.00000e+00
  151.0  1.00000e+00  1.00000e+00
  152.0  1.00000e+00  1.00000e+00
  153.0  1.00000e+00  1.00000e+00
  154.0  1.00000e+00  1.00000e+00
  155.0  1.00000e+00  1.00000e+00
  156.0  1.00000e+00  1.00000e+00
  157.0  1.00000e+00  1.00000e+00
  158.0  1.00000e+00  1.00000e+00
  159.0  1.00000e+00  1.00000e+00
  160.0  1.00000e+00  1.00000e+00
  161.0  1.00000e+00  1.00000e+00
  162.0  1.00000e+00  1.00000e+00
  163.0  1.00000e+00  1.00000e+00
  164.0  1.00000e+00  1.00000e+00
  165.0  1.00000e+00  1.00000e+00
  166.0  1.00000e+00  1.00000e+00
