O+ + CH3CN								

CHECKED	PP
REF_ALPHA	Vuitton2019							
ALPHA	Logn	4.2e-9	1.2						

REF_BR	Vuitton2019									
BR	Dirg									
CH3CN+ + O3P	0.70/0.07									
C2H3+ + NO	0.30/0.07									
