C6H5+ + C4H6			

CHECKED	PP
REF_ALPHA	Anicich2003							
REF_BR	Anicich2003						
									
ALPHA	Logn	0.3300E-09	1.3						
									
#BR	Dirg									
C8H7+ + C2H4	0.35/0.12									
C9H7+ + CH4	0.10/0.10			
C9H8+ + CH3	0.20/0.07				
C10H8+ + H2 + H	0.20/0.07				
C10H9+ + H2	0.10/0.10

BR	Dirg									
SOOTC+ + C2H4	0.35/0.12									
SOOTC+ + CH4	0.10/0.10			
SOOTC+ + CH3	0.20/0.07				
SOOTC+ + H2 + H	0.20/0.07				
SOOTC+ + H2	0.10/0.10
