91.1777 2.314e-17
91.38 1.897e-17
91.52 3.065e-17
91.68 2.036e-17
91.94 3.628e-17
92.14 1.94e-17
92.26 3.315e-17
92.54 1.789e-17
92.7 4.091e-17
92.94 1.781e-17
93.08 3.735e-17
93.16 1.463e-17
93.46 5.7e-17
93.72 1.948e-17
93.8 4.8e-17
94 1.631e-17
94.2 6.359e-17
94.4 2.828e-17
94.94 1.818e-17
95.02 7.48e-17
95.18 8.7e-18
95.6 2.698e-17
95.7 6.651e-17
96.22 1.686e-17
96.56 1.33e-17
96.64 2.783e-17
96.78 1.099e-17
96.92 3.398e-17
97.26 4.278e-17
97.34 1.178e-16
97.56 1.973e-17
97.66 3.905e-17
97.84 2.339e-17
97.96 4.576e-17
98.22 1.733e-17
98.86 8.94e-17
99.1 1.931e-17
99.48 4.045e-17
99.82 1.434e-17
99.94 2.078e-17
100.1 1.311e-17
100.44 3.4e-17
100.64 2.577e-17
100.94 1.003e-16
101.08 1.73e-17
101.22 5.73e-17
101.5 1.466e-17
102.68 2.366e-17
102.8 1.358e-16
102.98 2.828e-17
103.14 3.479e-17
103.24 2.183e-17
103.86 3.591e-17
103.9 4.783e-17
104.08 5.512e-17
104.5 2.146e-17
105.08 4.556e-17
105.42 4.302e-17
105.7 2.593e-17
106.62 3.828e-17
106.66 6.468e-17
106.88 3.503e-17
107 4.404e-17
107.28 3.815e-17
107.42 5.539e-17
107.5 3.61e-17
107.86 7.362e-17
108.1 4.266e-17
108.48 3.378e-17
108.66 4.389e-17
109 2.72e-17
109.2 6.172e-17
109.52 2.214e-17
109.88 3.158e-17
110.38 2.024e-17
110.62 3.742e-17
111.14 2.704e-17
111.28 4.955e-17
111.6 2.675e-17
112.28 1.335e-16
112.7 6.095e-17
113.12 4.892e-17
113.66 5.936e-17
115.18 4.814e-17
115.82 6.213e-17
117.44 1.889e-17
119.04 4.57e-17
119.58 2.957e-17
119.76 3.432e-17
120.5 2.456e-17
120.84 3.39e-17
121.08 2.742e-17
121.64 5.258e-17
122.88 2.119e-17
123.12 2.493e-17
123.98 5.204e-18
125.74 9.956e-19
133.76 2.474e-18
134.1 9.986e-18
134.62 9.805e-19
135.6 9.251e-18
136 1.463e-18
136.78 5.185e-18
136.92 3.085e-17
137.2 1.803e-18
138.06 1.58e-18
138.32 3.319e-17
138.72 1.06e-18
139.64 2.768e-18
139.84 3.769e-17
140.2 2.549e-18
140.8 5.355e-19
141.18 2.485e-18
141.36 3.308e-17
141.7 2.749e-18
142.7 1.346e-18
143 1.968e-17
143.34 2.202e-18
144.54 1.162e-18
144.76 1.357e-17
145.08 1.324e-18
146.38 2.263e-19
146.58 6.392e-18
146.92 2.074e-19
