115.69	4.789E-17
115.71	4.808E-17
115.73	4.849E-17
115.75	4.817E-17
115.77	4.809E-17
115.79	4.789E-17
115.81	4.734E-17
115.83	4.672E-17
115.85	4.618E-17
115.87	4.549E-17
115.89	4.464E-17
115.91	4.4E-17
115.93	4.307E-17
115.95	4.232E-17
115.97	4.175E-17
115.99	4.117E-17
116.01	4.061E-17
116.03	4E-17
116.05	3.957E-17
116.07	3.919E-17
116.09	3.885E-17
116.11	3.851E-17
116.13	3.851E-17
116.15	3.817E-17
116.17	3.803E-17
116.19	3.779E-17
116.21	3.769E-17
116.23	3.739E-17
116.25	3.741E-17
116.27	3.73E-17
116.29	3.725E-17
116.31	3.709E-17
116.33	3.727E-17
116.35	3.714E-17
116.37	3.704E-17
116.39	3.669E-17
116.41	3.656E-17
116.43	3.626E-17
116.45	3.586E-17
116.47	3.551E-17
116.49	3.525E-17
116.51	3.476E-17
116.53	3.442E-17
116.55	3.395E-17
116.57	3.368E-17
116.59	3.336E-17
116.61	3.285E-17
116.63	3.217E-17
116.65	3.174E-17
116.67	3.11E-17
116.69	3.06E-17
116.71	3.005E-17
116.73	2.95E-17
116.75	2.908E-17
116.77	2.84E-17
116.79	2.802E-17
116.81	2.755E-17
116.83	2.705E-17
116.85	2.662E-17
116.87	2.626E-17
116.89	2.601E-17
116.91	2.567E-17
116.93	2.523E-17
116.95	2.482E-17
116.97	2.443E-17
116.99	2.41E-17
117.01	2.377E-17
117.03	2.311E-17
117.05	2.288E-17
117.07	2.245E-17
117.09	2.206E-17
117.11	2.16E-17
117.13	2.113E-17
117.15	2.044E-17
117.17	1.975E-17
117.19	1.912E-17
117.21	1.853E-17
117.23	1.794E-17
117.25	1.73E-17
117.27	1.71E-17
117.29	1.685E-17
117.31	1.674E-17
117.33	1.664E-17
117.35	1.671E-17
117.37	1.658E-17
117.39	1.668E-17
117.41	1.675E-17
117.43	1.663E-17
117.45	1.68E-17
117.47	1.686E-17
117.49	1.694E-17
117.51	1.715E-17
117.53	1.729E-17
117.55	1.753E-17
117.57	1.77E-17
117.59	1.811E-17
117.61	1.873E-17
117.63	1.921E-17
117.65	1.997E-17
117.67	2.076E-17
117.69	2.154E-17
117.71	2.232E-17
117.73	2.274E-17
117.75	2.31E-17
117.77	2.325E-17
117.79	2.32E-17
117.81	2.306E-17
117.83	2.273E-17
117.85	2.234E-17
117.87	2.192E-17
117.89	2.134E-17
117.91	2.09E-17
117.93	2.069E-17
117.95	2.039E-17
117.97	1.971E-17
117.99	1.952E-17
118.01	1.917E-17
118.03	1.894E-17
118.05	1.877E-17
118.07	1.898E-17
118.09	1.916E-17
118.11	1.959E-17
118.13	2.017E-17
118.15	2.094E-17
118.17	2.151E-17
118.19	2.232E-17
118.21	2.302E-17
118.23	2.367E-17
118.25	2.413E-17
118.27	2.478E-17
118.29	2.518E-17
118.31	2.571E-17
118.33	2.634E-17
118.35	2.686E-17
118.37	2.739E-17
118.39	2.788E-17
118.41	2.833E-17
118.43	2.871E-17
118.45	2.919E-17
118.47	2.941E-17
118.49	2.947E-17
118.51	2.947E-17
118.53	2.937E-17
118.55	2.927E-17
118.57	2.93E-17
118.59	2.927E-17
118.61	2.929E-17
118.63	2.94E-17
118.65	2.969E-17
118.67	3.008E-17
118.69	3.046E-17
118.71	3.098E-17
118.73	3.138E-17
118.75	3.202E-17
118.77	3.228E-17
118.79	3.264E-17
118.81	3.287E-17
118.83	3.352E-17
118.85	3.387E-17
118.87	3.482E-17
118.89	3.538E-17
118.91	3.66E-17
118.93	3.75E-17
118.95	3.817E-17
118.97	3.847E-17
118.99	3.836E-17
119.01	3.775E-17
119.03	3.705E-17
119.05	3.612E-17
119.07	3.524E-17
119.09	3.418E-17
119.11	3.336E-17
119.13	3.271E-17
119.15	3.224E-17
119.17	3.171E-17
119.19	3.165E-17
119.21	3.151E-17
119.23	3.147E-17
119.25	3.122E-17
119.27	3.098E-17
119.29	3.074E-17
119.31	3.024E-17
119.32	2.969E-17
119.34	2.915E-17
119.36	2.848E-17
119.38	2.77E-17
119.4	2.689E-17
119.42	2.605E-17
119.44	2.526E-17
119.46	2.477E-17
119.48	2.423E-17
119.5	2.405E-17
119.52	2.404E-17
119.54	2.423E-17
119.56	2.45E-17
119.58	2.522E-17
119.6	2.586E-17
119.62	2.65E-17
119.64	2.719E-17
119.66	2.784E-17
119.68	2.812E-17
119.7	2.833E-17
119.72	2.822E-17
119.74	2.807E-17
119.76	2.766E-17
119.78	2.727E-17
119.8	2.683E-17
119.82	2.642E-17
119.84	2.584E-17
119.86	2.541E-17
119.88	2.496E-17
119.9	2.458E-17
119.92	2.422E-17
119.94	2.411E-17
119.96	2.387E-17
119.98	2.385E-17
120	2.381E-17
120.02	2.372E-17
120.04	2.368E-17
120.06	2.393E-17
120.08	2.365E-17
120.1	2.375E-17
120.12	2.374E-17
120.14	2.354E-17
120.16	2.353E-17
120.18	2.319E-17
120.2	2.29E-17
120.22	2.253E-17
120.24	2.203E-17
120.26	2.15E-17
120.28	2.095E-17
120.3	2.046E-17
120.32	1.994E-17
120.34	1.961E-17
120.36	1.921E-17
120.38	1.898E-17
120.4	1.894E-17
120.42	1.892E-17
120.44	1.912E-17
120.46	1.941E-17
120.48	1.963E-17
120.5	2.01E-17
120.52	2.083E-17
120.54	2.141E-17
120.56	2.21E-17
120.58	2.306E-17
120.6	2.377E-17
120.62	2.448E-17
120.64	2.506E-17
120.66	2.559E-17
120.68	2.612E-17
120.7	2.669E-17
120.72	2.718E-17
120.74	2.744E-17
120.76	2.766E-17
120.78	2.777E-17
120.8	2.76E-17
120.82	2.74E-17
120.84	2.682E-17
120.86	2.599E-17
120.88	2.531E-17
120.9	2.46E-17
120.92	2.386E-17
120.94	2.31E-17
120.96	2.264E-17
120.98	2.211E-17
121	2.18E-17
121.02	2.181E-17
121.04	2.198E-17
121.06	2.235E-17
121.08	2.279E-17
121.1	2.325E-17
121.12	2.375E-17
121.14	2.432E-17
121.16	2.506E-17
121.18	2.585E-17
121.2	2.668E-17
121.22	2.763E-17
121.24	2.846E-17
121.26	2.957E-17
121.28	3.068E-17
121.3	3.171E-17
121.32	3.283E-17
121.34	3.382E-17
121.36	3.5E-17
121.38	3.619E-17
121.4	3.732E-17
121.42	3.839E-17
121.44	3.95E-17
121.46	4.055E-17
121.48	4.158E-17
121.5	4.238E-17
121.52	4.298E-17
121.54	4.333E-17
121.56	4.334E-17
121.58	4.299E-17
121.6	4.241E-17
121.62	4.181E-17
121.64	4.114E-17
121.66	4.046E-17
121.68	4.012E-17
121.7	3.976E-17
121.72	3.965E-17
121.74	3.953E-17
121.76	3.977E-17
121.78	3.984E-17
121.8	3.973E-17
121.82	3.947E-17
121.84	3.917E-17
121.86	3.904E-17
121.88	3.879E-17
121.9	3.846E-17
121.92	3.816E-17
121.94	3.782E-17
121.96	3.738E-17
121.98	3.699E-17
122	3.654E-17
122.02	3.6E-17
122.04	3.537E-17
122.06	3.488E-17
122.08	3.392E-17
122.1	3.342E-17
122.12	3.274E-17
122.14	3.208E-17
122.16	3.151E-17
