O+ + CH3OH								

CHECKED	PP

REF_ALPHA	Anicich1993							
ALPHA	Logn	1.9e-9	1.3						

REF_BR	Anicich1993
BR	Dirg							
H2CO+ + H2O	0.05/0.05
CH2OH+ + OH	0.70/0.05									
CH3OH+ + O3P	0.25/0.05									
