C4N+ + CH4			
			
CHECKED	PP		
REF_ALPHA	Anicich2003		
REF_BR	Anicich2003		
			
ALPHA	Logn	6.35e-10	1.2
			
BR	Dirg		
H3+ + HC5N	0.05/0.05		
C2H3+ + HC3N	0.22/0.07		
C4H2+ + H2CN	0.01/0.01		
C4H3+ + HCN	0.32/0.11		
HCNH+ + C4H2	0.08/0.08		
HC3NH+ + C2H2	0.26/0.09		
HC5NH+ + H2	0.06/0.06		
