lC3H3+ + C3H8								

CHECKED	PP
REF_ALPHA	McEwan2007							
REF_BR	McEwan2007
									
ALPHA	Logn	0.1200E-08	1.3						

RQ	Allene product is hypothetical
									
BR	Dirg								
C3H7+ + CH2CCH2	0.67/0.07								
C4H7+ + C2H4	0.33/0.11								
