HC3N+ + HCN			
			
CHECKED	PP		
REF_ALPHA	McEwan2007		
REF_BR	McEwan2007		
			
ALPHA	Logn	1.3e-9	1.3
			
BR	Dirg		
HCNH+ + C3N	0.30/0.10		
C4HN2+ + H	0.20/0.07		
C4H2N2+ + HV	0.50/0.05		
