O+ + HCN									

CHECKED	PP
REF_ALPHA	Vuitton2019							
ALPHA	Logn	2.51e-9	1.2						

REF_BR	Vuitton2019									
BR	Dirg									
HCN+ + O3P	0.02/0.05									
HCO+ + N4S	0.45/0.05									
NO+ + CH	0.53/0.05									
