C3+ + CH4						

CHECKED	PP
REF_ALPHA	Anicich2003							
REF_BR	Anicich2003
									
ALPHA	Logn	9.5e-10	1.3						

BR	Dirg									
C3H+ + CH3	0.25/0.08									
C4H3+ + H	0.37/0.12							
C4H2+ + H2	0.38/0.13
