12 1.87239130434783e-18
13 2.26e-18
14 2.665e-18
15 3.095e-18
16 3.585e-18
17 4.105e-18
18 4.66e-18
19 5.33e-18
20 6.015e-18
21 6.785e-18
22 7.625e-18
23 8.495e-18
24 9.31e-18
25 9.91e-18
26 1.023e-17
27 1.045e-17
28 1.0695e-17
29 1.101e-17
30 1.1506e-17
31 1.202e-17
32 1.255e-17
33 1.334e-17
34 1.4165e-17
35 1.51266666666667e-17
36 1.618e-17
37 1.708e-17
38 1.803e-17
39 1.905e-17
40 2.007e-17
41 2.102e-17
42 2.185e-17
43 2.264e-17
44 2.31e-17
45 2.31e-17
46 2.305e-17
47 2.327e-17
48 2.36e-17
49 2.4246692382496e-17
50 2.45541487888554e-17
51 2.50209751134416e-17
52 2.57521101831846e-17
53 2.62240555362081e-17
54 2.61934390733825e-17
55 2.5535888283968e-17
56 2.45352313291445e-17
57 2.37485653112703e-17
58 2.34539600157463e-17
59 2.35812152372784e-17
60 2.35374493185934e-17
61 2.36106709059233e-17
62 2.39235869246164e-17
63 2.41808931408681e-17
64 2.46129604851179e-17
65 2.47416889590592e-17
66 2.47285707807837e-17
67 2.4844209778481e-17
68 2.65809631135777e-17
69 2.68685551509492e-17
70 2.45939923699536e-17
71 2.48770896634847e-17
72 3.25410527571415e-17
73 2.56987066659893e-17
74 2.46332021756328e-17
75 2.65976346350766e-17
76 2.96598517303647e-17
77 2.93623230807778e-17
78 4.34805049264035e-17
79 3.21628730329278e-17
80 1.91324897362559e-17
81 2.30255895615637e-17
82 1.78436484175484e-17
83 9.31109810667475e-18
84 1.3156304272115e-17
85 7.5380602125628e-18
86 1.51321358681508e-17
87 4.06036301422218e-17
88 3.28008269570967e-17
89 3.51568052578807e-17
90 2.6413135023066e-17
91 2.29445863455225e-17
92 1.92801548354718e-17
93 1.57688905813805e-17
94 5.06166005951406e-17
95 3.3615469933557e-18
96 1.64547043844306e-16
97 8.13890967483387e-17
98 1.74176171744754e-17
99 9.86024179529477e-18
