C2H2+ + CH3C2H									

CHECKED	PP
REF_ALPHA	McEwan2007							
REF_BR	McEwan2007
									
ALPHA	Logn	0.1500E-08	1.3						
															
BR	Dirg								
C3H4+ + C2H2	0.5/0.05				
C3H5+ + C2H	0.05/0.05
C5H5+ + H	0.45/0.15
