C2H2+ + C3H8											

CHECKED	PP
REF_ALPHA	McEwan2007							
REF_BR	McEwan2007
									
ALPHA	Logn	1.4e-9	1.3						
									
BR	Dirg								
C3H6+ + C2H4	0.15/0.05									
C3H7+ + C2H3	0.50/0.05				
C3H8+ + C2H2	0.30/0.10
C4H7+ + CH3	0.05/0.05
