N3P+ + CH4									

CHECKED	PP
REF_ALPHA	Dutuit2013
REF_BR	Dutuit2013	
									
ALPHA	Logn	1.15e-9	1.2						
									
BETA	Delta	0							
									
BR	Dirg								
CH3+ + NH	0.50/0.05							
CH4+ + N4S	0.05/0.05								
HCNH+ + H2	0.35/0.12								
HCN+ + H2 + H	0.10/0.03								
