C4H8+ + E	C2H4 + CH + CH3		
C4H8+ + E	C2H4 + C + CH4		
C4H8+ + E	C2H3 + CH + CH4		
C4H8+ + E	C2H2 + CH3 + CH3		
C4H8+ + E	C2H2 + 1CH2 + CH4		
C4H8+ + E	C2H2 + 3CH2 + CH4		
C4H8+ + E	C2H + CH4 + CH3		
C4H8+ + E	C2 + CH4 + CH4		
C5H+ + E	dummy		
C5H2+ + E	dummy		
C5H4+ + E	dummy		
C5H5+ + E	dummy		
C5H7+ + E	dummy		
C6H2+ + E	dummy		
C6H3+ + E	dummy		
C7H7+ + E	dummy		
N(1D)+ + E	dummy		
NH2+ + E	N4S + H2		
NH2+ + E	NH + H		
NH2+ + E	N4S + H + H		
NH2+ + E	N2D + H + H		
NH2+ + E	N2D + H + H		
CH3N+ + E	dummy		
CH2NH2+ + E	CH3N + H		
CH2NH2+ + E	1CH2 + NH2		
CH2NH2+ + E	3CH2 + NH2		
CH2NH2+ + E	HCN + H2 + H		
CH2NH2+ + E	HNC + H2 + H		
CH2NH2+ + E	CN + H2 + H2		
CH3NH2+ + E	dummy		
CNC+ + E	CN + C		
CCN+ + E	CN + C		
C2H2N+ + E	dummy		
C2HN+ + E	dummy		
CH3CN+ + E	dummy		
C2N2+ + E	CN + CN		
C2H5N+ + E	dummy		
C2HN2+ + E	dummy		
C3N+ + E	CN + C2		
CHCCN+ + E	C3N + H		
CHCCN+ + E	C2H + CN		
CHCCN+ + E	C2 + H + CN		
CHCCN+ + E	HCN + C2		
CHCCN+ + E	HNC + C2		
CHCCN+ + E	C2N + C + H		
CHCCN+ + E	C2N + CH		
CHCCN+ + E	N4S + C3H		
CHCCN+ + E	HC2N + C		
CHCCN+ + E	NH + C3		
CHCCNH+ + E	HC3N + H		
CHCCNH+ + E	C3NH + H		
CHCCNH+ + E	HC2NC + H		
CHCCNH+ + E	C2NCH + H		
CHCCNH+ + E	C3N + H2		
CHCCNH+ + E	HCN + C2H		
CHCCNH+ + E	HNC + C2H		
CHCCNH+ + E	CN + C2H2		
C2H3CN+ + E	dummy		
C3H5N+ + E	dummy		
C4N+ + E	C2N + C2		
C4N+ + E	C3N + C		
C4HN+ + E	dummy		
C4H2N+ + E	dummy		
C4H4N+ + E	dummy		
C4H5N+ + E	dummy		
C4H6N+ + E	dummy		
C4N2+ + E	dummy		
C4HN2+ + E	dummy		
HC5N+ + E	dummy		
C5H2N+ + E	dummy		
C5H3N+ + E	dummy		
C5H4N+ + E	dummy		
C5H5N+ + E	dummy		
C5H6N+ + E	dummy		
C5HN2+ + E	dummy		
C6H2N+ + E	dummy		
Z + E	dummy		
C6H7N+ + E	dummy		
C6H8N+ + E	dummy		
CxHyNz+ + E	dummy		
C8H2+ + E	dummy		
C8H3+ + E	dummy		
C8H6+ + E	dummy		
C8H7+ + E	dummy		
C9H7+ + E	dummy		
C9H8+ + E	dummy		
C9H9+ + E	dummy		
C10H9+ + E	dummy		
C10H11+ + E	dummy		
C11H9+ + E	dummy		
C7H3N+ + E	dummy		
C6HN2+ + E	dummy		
C6H2N2+ + E	dummy		
C7H5N+ + E	dummy		
C7H3N+ + E	dummy		
C3HN3+ + E	dummy		
H2+ + E	H + H		
C+ + E	C		
C2H4+ + E	C2H3 + H		
C2H4+ + E	C2H2 + H2		
C2H4+ + E	C2H2 + H + H		
C2H4+ + E	C2H + H2 + H		
C2H4+ + E	CH4 + C		
C2H4+ + E	CH3 + CH		
C2H4+ + E	1CH2 + 1CH2		
C2H4+ + E	1CH2 + 3CH2		
C2H4+ + E	3CH2 + 3CH2		
C2H5+ + E	C2H4 + H		
C2H5+ + E	C2H3 + H + H		
C2H5+ + E	C2H2 + H + H + H		
C2H5+ + E	C2H2 + H2 + H		
C2H5+ + E	CH3 + 1CH2		
C2H5+ + E	CH3 + 3CH2		
C2H5+ + E	CH4 + CH		
l-C3H3+ + E	C3H2 + H		
l-C3H3+ + E	C3H + H2		
l-C3H3+ + E	C3H + H + H		
l-C3H3+ + E	C3 + H + H2		
l-C3H3+ + E	C2H2 + CH		
l-C3H3+ + E	C2H2 + C + H		
l-C3H3+ + E	C2H + 1CH2		
l-C3H3+ + E	C2H + 3CH2		
l-C3H3+ + E	C2 + CH3		
c-C3H3+ + E	C3H2 + H		
c-C3H3+ + E	C3H + H2		
c-C3H3+ + E	C3H + H + H		
c-C3H3+ + E	C3 + H + H2		
c-C3H3+ + E	C2H2 + CH		
c-C3H3+ + E	C2H2 + C + H		
c-C3H3+ + E	C2H + 1CH2		
c-C3H3+ + E	C2H + 3CH2		
c-C3H3+ + E	C2 + CH3		
C3H4+ + E	C3H3 + H		
C3H4+ + E	C3H2 + H2		
C3H4+ + E	C2H3 + CH		
C3H4+ + E	C2H2 + 1CH2		
C3H4+ + E	C2H2 + 3CH2		
C3H4+ + E	C2H + CH3		
C3H4+ + E	C3H2 + H + H		
N(3P)+ + E	N4S		
N2+ + E	N4S + N2D		
N2+ + E	N4S + N2D		
N2+ + E	N2D + N2D		
CN+ + E	N4S + C		
CN+ + E	N4S + C		
CN+ + E	N2D + C		
CN+ + E	N4S + C		
CN+ + E	N2D + C		
CN+ + E	N2D + C		
CN+ + E	N2D + C		
CN+ + E	N2D + C		
CN+ + E	N2D + C		
HCN+ + E	CN + H		
HNC+ + E	CN + H		
CH3CNH+ + E	CH3CN + H		
CH3CNH+ + E	CH2CN + H2		
CH3CNH+ + E	CH2CN + H + H		
CH3CNH+ + E	CHCN + H2 + H		
CH3CNH+ + E	C2N + H2 + H2		
CH3CNH+ + E	C2H4 + N4S		
CH3CNH+ + E	C2H2 + NH2		
CH3CNH+ + E	C2H2 + NH + H		
CH3CNH+ + E	C2H2 + N4S + H2		
CH3CNH+ + E	C2H + NH3		
CH3CNH+ + E	C2H + NH + H2		
CH3CNH+ + E	HCN + CH3		
CH3CNH+ + E	HNC + CH3		
CH3CNH+ + E	HCN + 1CH2 + H		
CH3CNH+ + E	HCN + 3CH2 + H		
CH3CNH+ + E	HNC + 1CH2 + H		
CH3CNH+ + E	HNC + 3CH2 + H		
CH3CNH+ + E	HCN + CH + H2		
CH3CNH+ + E	HNC + CH + H2		
CH3CNH+ + E	CN + CH3 + H		
CH3CNH+ + E	CH3N + CH		
CH3CNH+ + E	CH2N + 1CH2		
CH3CNH+ + E	CH2N + 3CH2		
CH3CNH+ + E	CN + CH4		
CH3CNH+ + E	CN + 1CH2 + H2		
CH3CNH+ + E	CN + 3CH2 + H2		
CH2CHCNH+ + E	C2H3CN + H		
CH2CHCNH+ + E	H2C3N + H2		
CH2CHCNH+ + E	H2C3N + H + H		
CH2CHCNH+ + E	C3HN + H + H2		
CH2CHCNH+ + E	C3N + H2 + H2		
CH2CHCNH+ + E	C3N + H + H + H2		
CH2CHCNH+ + E	CNH3 + C2H		
CH2CHCNH+ + E	H2CN + C2H2		
CH2CHCNH+ + E	HCN + C2H3		
CH2CHCNH+ + E	HNC + C2H3		
CH2CHCNH+ + E	HCN + C2H2 + H		
CH2CHCNH+ + E	HNC + C2H2 + H		
CH2CHCNH+ + E	HCN + C2H + H2		
CH2CHCNH+ + E	HNC + C2H + H2		
CH2CHCNH+ + E	CN + C2H4		
CH2CHCNH+ + E	CN + C2H2 + H2		
CH2CHCNH+ + E	CH3CN + CH		
CH2CHCNH+ + E	CH2CN + 1CH2		
CH2CHCNH+ + E	CH2CN + 3CH2		
CH2CHCNH+ + E	CHCN + CH3		
CH2CHCNH+ + E	C2N + CH4		
CH2CHCNH+ + E	C2N + CH3 + H		
CH2CHCNH+ + E	NH3 + C3H		
CH2CHCNH+ + E	NH2 + C3H2		
CH2CHCNH+ + E	NH + C3H3		
CH2CHCNH+ + E	N4S + CH3C2H		
CH2CHCNH+ + E	N4S + CH2CCH2		
C2H5CNH+ + E	dummy		
H3+ + E	H + H + H		
H3+ + E	H2 + H		
H3+ + E	H3		
HCNH+ + E	HCN + H		
HCNH+ + E	HNC + H		
HCNH+ + E	CN + H2		
HCNH+ + E	CN + H + H		
N2H+ + E	N2 + H		
N2H+ + E	NH + N4S		
H+ + H2	H2+ + H		
H+ + CH4	CH3+ + H2		
H+ + CH4	CH4+ + H		
H+ + C2H6	C2H3+ + H2 + H2		
H+ + C2H6	C2H4+ + H2 + H		
H+ + C2H6	C2H5+ + H2		
H+ + HCN	HCN+ + H		
H+ + NH3	NH3+ + H		
H2+ + H	H+ + H2		
H2+ + H2	H3+ + H		
H2+ + CH4	CH3+ + H2 + H		
H2+ + CH4	CH4+ + H2		
H2+ + CH4	CH5+ + H		
H2+ + C2H2	C2H2+ + H2		
H2+ + C2H2	C2H3+ + H		
H2+ + C2H4	C2H2+ + H2 + H2		
H2+ + C2H4	C2H3+ + H2 + H		
H2+ + C2H4	C2H4+ + H2		
H2+ + C2H6	C2H2+ + H2 + H2 + H2		
H2+ + C2H6	C2H3+ + H2 + H2 + H		
H2+ + C2H6	C2H4+ + H2 + H2		
H2+ + C2H6	C2H5+ + H2 + H		
H2+ + C2H6	C2H6+ + H2		
H2+ + N2	N2H+ + H		
H2+ + NH3	NH3+ + H2		
H3+ + CH4	CH5+ + H2		
H3+ + C2H2	C2H3+ + H2		
H3+ + C2H4	C2H3+ + H2 + H2		
H3+ + C2H4	C2H5+ + H2		
H3+ + C2H6	C2H5+ + H2 + H2		
H3+ + C4H2	C4H3+ + H2		
H3+ + N4S	NH2+ + H		
H3+ + N2	N2H+ + H2		
H3+ + HCN	HCN+ + H2	BUG Produits†!!!	
H3+ + CH3CN	CH3CNH+ + H2		
H3+ + HC3N	CHCCNH+ + H2		
H3+ + C2N2	C2HN2+ + H2		
H3+ + NH3	NH4+ + H2		
C+ + CH4	C2H2+ + H2		
C+ + CH4	C2H3+ + H		
C+ + C2H2	C3H+ + H		
C+ + C2H4	C2H3+ + CH		
C+ + C2H4	C2H4+ + C		
C+ + C2H4	C3H+ + H2 + H		
C+ + C2H4	C3H2+ + H2		
C+ + C2H4	c-C3H3+ + H		
C+ + C2H6	C2H2+ + CH4		
C+ + C2H6	C2H3+ + CH3		
C+ + C2H6	C2H4+ + 3CH2		
C+ + C2H6	C2H5+ + CH		
C+ + C2H6	C3H2+ + H2 + H2		
C+ + C2H6	c-C3H3+ + H2 + H		
C+ + C3H8	C2H3+ + C2H5		
C+ + C3H8	c-C3H3+ + H2 + CH4	BUG Produits†!!!	Bug exists in Anicich1997
C+ + C3H8	C3H7+ + 1CH2	BUG Produits†!!!	Bug exists in Anicich1997
C+ + C3H8	C3H8+ + C		
C+ + C3H8	C4H5+ + H2 + H		
C+ + C4H2	C5H+ + H		
C+ + C4H2	C4H2+ + C		
C+ + C4H2	C3H+ + C2H		
C+ + HCN	CNC+ + H		
C+ + HCN	CCN+ + H		
C+ + CH3CN	CxHyNz+ + dummy		
C+ + C2N2	CCN+ + CN		
C+ + C2N2	CNC+ + CN		
C+ + HC3N	C3+ + HCN		
C+ + HC3N	C3H+ + CN		
C+ + HC3N	CNC+ + C2H		
C+ + HC3N	C4N+ + H		
C+ + NH3	NH3+ + C		
C+ + NH3	HCN+ + H2		
C+ + NH3	HCNH+ + H		
CH+ + H	C+ + H2		
CH+ + H2	CH2+ + H		
CH+ + CH4	C2H2+ + H2 + H		
CH+ + CH4	C2H3+ + H2		
CH+ + CH4	C2H4+ + H		
CH+ + C2H2	C3H2+ + H		
CH+ + N4S	CN+ + H		
CH+ + N4S	H+ + CN		
CH+ + HCN	HCNH+ + C		
CH+ + HCN	CNC+ + H2		
CH+ + HCN	C2HN+ + H		
CH+ + NH3	HCNH+ + H2		
CH+ + NH3	NH3+ + CH		
CH+ + NH3	NH4+ + C		
CH2+ + H2	CH3+ + H		
CH2+ + CH4	C2H4+ + H2		
CH2+ + CH4	C2H5+ + H		
CH2+ + C2H2	c-C3H3+ + H		
CH2+ + N4S	CN+ + H2		
CH2+ + N4S	HCN+ + H		
CH2+ + HCN	C2H2N+ + H		
CH2+ + HC3N	CHCCNH+ + CH		
CH2+ + NH3	NH4+ + CH		
CH2+ + NH3	CH2NH2+ + H		
CH3+ + H2	CH5+		
CH3+ + CH4	C2H5+ + H2		
CH3+ + C2H2	c-C3H3+ + H2		
CH3+ + C2H2	l-C3H3+ + H2		
CH3+ + C2H4	C2H3+ + CH4		
CH3+ + C2H4	c-C3H3+ + H2 + H2		
CH3+ + C2H4	C3H5+ + H2		
CH3+ + C2H6	C2H5+ + CH4		
CH3+ + C2H6	C3H5+ + H2 + H2		
CH3+ + C2H6	C3H7+ + H2		
CH3+ + C4H2	c-C3H3+ + C2H2		
CH3+ + C4H2	C5H3+ + H2		
CH3+ + N4S	HCN+ + H2		
CH3+ + N4S	HCNH+ + H		
CH3+ + HCN	CH3CNH+		
CH3+ + CH3CN	C2H5+ + HCN		
CH3+ + CH3CN	HCNH+ + C2H4		
CH3+ + CH3CN	C2H5CNH+		
