C4H+ + C4H4									

CHECKED	PP
REF_ALPHA	Anicich2003							
REF_BR	Anicich2003				
						
ALPHA	Logn	2.2e-9	1.2							
									
BR	Dirg									
C4H4+ + C4H	0.55/0.06
C6H3+ + C2H2	0.37/0.12
C8H4+ + H	0.08/0.08									
