C4H3+ + C4H4									

CHECKED	PP
REF_ALPHA	Anicich2003							
REF_BR	Anicich2003	
									
ALPHA	Logn	1.1e-9	1.2						
									
BR	Dirg									
C4H5+ + C4H2	0.25/0.08									
C6H5+ + C2H2	0.56/0.07							
C8H6+ + H	0.10/0.10
