Lambda  Total   NH2/H    sNH/H2   NH/H/H   NH3+     NH2+H    NH+H2    N+H2/H   H+NH2   
 1349.0 3.30E-18 2.07E-18 3.76E-19 8.58E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1351.0 4.80E-17 3.02E-17 5.41E-18 1.24E-17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1354.0 1.34E-17 8.52E-18 1.48E-18 3.39E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1356.0 1.49E-17 9.54E-18 1.63E-18 3.73E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1358.5 6.70E-18 4.32E-18 7.21E-19 1.66E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1359.5 6.70E-18 4.34E-18 7.16E-19 1.65E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1360.5 4.47E-17 2.90E-17 4.75E-18 1.09E-17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1361.5 4.65E-17 3.03E-17 4.91E-18 1.13E-17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.16E-33
 1363.0 8.70E-18 5.69E-18 9.10E-19 2.10E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1364.0 8.40E-18 5.51E-18 8.73E-19 2.02E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1366.5 3.30E-18 2.18E-18 3.37E-19 7.81E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1368.5 3.30E-18 2.20E-18 3.33E-19 7.72E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1370.0 6.00E-18 4.01E-18 5.99E-19 1.39E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1372.0 6.00E-18 4.03E-18 5.91E-19 1.38E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.66E-34
 1372.5 1.08E-17 7.27E-18 1.06E-18 2.47E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1373.5 1.12E-17 7.56E-18 1.09E-18 2.54E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1374.0 1.41E-17 9.54E-18 1.37E-18 3.19E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1377.0 5.20E-18 3.55E-18 4.94E-19 1.16E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1379.0 5.21E-17 3.58E-17 4.88E-18 1.15E-17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1380.0 2.42E-17 1.67E-17 2.25E-18 5.29E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1384.0 4.80E-18 3.34E-18 4.34E-19 1.02E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1385.0 4.50E-18 3.14E-18 4.03E-19 9.53E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1386.0 2.80E-18 1.96E-18 2.49E-19 5.89E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.11E-34
 1389.0 3.20E-18 2.26E-18 2.78E-19 6.61E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1393.0 9.70E-18 6.93E-18 8.17E-19 1.95E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1396.0 3.30E-18 2.38E-18 2.71E-19 6.50E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1397.5 4.47E-17 3.24E-17 3.63E-18 8.72E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1398.5 1.30E-17 9.44E-18 1.05E-18 2.52E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1400.0 9.30E-18 6.78E-18 7.39E-19 1.78E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1401.0 5.20E-18 3.80E-18 4.10E-19 9.90E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1403.0 4.80E-18 3.53E-18 3.72E-19 9.01E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1407.0 2.20E-18 1.63E-18 1.64E-19 4.01E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.44E-34
 1410.5 6.00E-18 4.50E-18 4.34E-19 1.07E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1412.0 3.70E-18 2.79E-18 2.64E-19 6.50E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1414.0 2.20E-18 1.67E-18 1.54E-19 3.81E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1415.5 1.86E-17 1.41E-17 1.28E-18 3.18E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1416.5 3.31E-18 2.52E-18 2.26E-19 5.62E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1417.5 2.70E-18 2.06E-18 1.83E-19 4.54E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.00E-34
 1420.0 4.10E-18 3.15E-18 2.70E-19 6.76E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1421.0 2.60E-18 2.01E-18 1.70E-19 4.25E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1424.0 1.70E-18 1.32E-18 1.07E-19 2.71E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1425.0 4.10E-18 3.19E-18 2.56E-19 6.49E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1427.0 1.61E-18 1.26E-18 9.85E-20 2.50E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.79E-34
 1428.0 2.60E-18 2.04E-18 1.57E-19 4.01E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1431.0 1.50E-18 1.19E-18 8.77E-20 2.25E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1433.0 3.71E-18 2.95E-18 2.12E-19 5.47E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1434.0 4.10E-18 3.27E-18 2.31E-19 5.99E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1437.0 1.50E-18 1.21E-18 8.16E-20 2.13E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1438.0 2.50E-18 2.01E-18 1.34E-19 3.52E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1440.0 1.90E-18 1.54E-18 9.95E-20 2.63E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1441.0 1.50E-18 1.22E-18 7.75E-20 2.05E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1444.0 1.00E-18 8.18E-19 4.96E-20 1.33E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1445.0 3.00E-18 2.46E-18 1.47E-19 3.94E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1446.5 3.70E-18 3.04E-18 1.77E-19 4.79E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1448.5 1.90E-18 1.57E-18 8.85E-20 2.41E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1450.0 1.00E-18 8.30E-19 4.56E-20 1.25E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1453.0 1.30E-18 1.09E-18 5.66E-20 1.57E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1455.0 6.00E-19 5.04E-19 2.53E-20 7.09E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1457.0 1.20E-18 1.01E-18 4.90E-20 1.38E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1463.5 1.20E-18 1.03E-18 4.37E-20 1.28E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1466.0 5.00E-19 4.31E-19 1.74E-20 5.17E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1467.0 6.00E-18 5.18E-18 2.04E-19 6.12E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1468.0 1.90E-18 1.65E-18 6.34E-20 1.91E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1470.0 4.80E-18 4.18E-18 1.54E-19 4.70E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1471.0 1.70E-18 1.48E-18 2.21E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1472.0 1.70E-18 1.48E-18 2.21E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1473.5 7.00E-19 6.09E-19 9.10E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1474.0 1.00E-18 8.71E-19 1.29E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1475.0 4.00E-19 3.48E-19 5.16E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1478.0 4.00E-19 3.48E-19 5.16E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1480.0 1.00E-18 8.71E-19 1.29E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1482.0 7.00E-19 6.10E-19 8.96E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1484.0 1.00E-18 8.72E-19 1.28E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1485.0 7.01E-19 6.11E-19 8.97E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1486.0 4.00E-19 3.49E-19 5.12E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1488.0 2.01E-19 1.75E-19 2.55E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1490.0 4.00E-19 3.49E-19 5.08E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1491.0 5.50E-18 4.80E-18 6.98E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1492.0 3.00E-18 2.62E-18 3.81E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1493.0 4.10E-18 3.58E-18 5.21E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1496.0 3.50E-19 3.06E-19 4.41E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1497.0 8.20E-19 7.17E-19 1.03E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1498.0 3.00E-19 2.62E-19 3.78E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1500.0 2.80E-19 2.45E-19 3.50E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1501.0 6.30E-19 5.51E-19 7.88E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1502.0 1.10E-18 9.62E-19 1.37E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1504.0 7.40E-19 6.48E-19 9.25E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1505.0 5.60E-19 4.90E-19 7.00E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1510.0 1.80E-19 1.58E-19 2.21E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1513.0 2.20E-19 1.93E-19 2.71E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1514.0 1.04E-17 9.12E-18 1.28E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1515.0 6.70E-18 5.88E-18 8.24E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1516.0 7.41E-18 6.51E-18 9.04E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1520.0 2.20E-19 1.93E-19 2.68E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1523.0 8.90E-18 7.82E-18 1.08E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1524.0 4.10E-18 3.61E-18 4.92E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1525.0 8.40E-18 7.39E-18 1.01E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1526.0 3.71E-19 3.26E-19 4.45E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1528.0 5.20E-19 4.58E-19 6.24E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1529.0 4.50E-19 3.96E-19 5.40E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1530.0 4.50E-19 3.96E-19 5.35E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1534.0 1.91E-19 1.68E-19 2.25E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1535.0 1.10E-19 9.70E-20 1.30E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1538.0 7.44E-18 6.57E-18 8.70E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1539.0 4.84E-18 4.27E-18 5.66E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1540.0 1.16E-17 1.02E-17 1.36E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1541.0 2.98E-18 2.63E-18 3.49E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1543.5 6.30E-19 5.57E-19 7.31E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1544.0 3.35E-18 2.96E-18 3.89E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1545.0 3.30E-19 2.92E-19 3.83E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1546.0 1.49E-18 1.32E-18 1.71E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1548.0 3.70E-19 3.27E-19 4.26E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1553.0 3.70E-19 3.28E-19 4.22E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1558.0 1.10E-19 9.76E-20 1.24E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1560.0 3.70E-19 3.29E-19 4.14E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1561.0 1.90E-18 1.69E-18 2.11E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1562.0 1.00E-17 8.89E-18 1.11E-18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1563.0 4.10E-18 3.64E-18 4.55E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1564.0 6.33E-18 5.63E-18 7.03E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1565.5 2.98E-18 2.65E-18 3.28E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1566.0 4.47E-18 3.98E-18 4.92E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1567.0 7.41E-19 6.59E-19 8.15E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1567.0 8.20E-19 7.30E-19 9.02E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1571.0 1.90E-19 1.69E-19 2.07E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1572.0 3.30E-19 2.94E-19 3.60E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1573.0 1.90E-19 1.69E-19 2.07E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1574.0 3.00E-19 2.68E-19 3.24E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1578.0 2.20E-19 1.96E-19 2.35E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1580.0 1.30E-19 1.16E-19 1.38E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1585.0 2.20E-19 1.97E-19 2.31E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1587.0 6.70E-18 6.00E-18 6.97E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1588.0 3.72E-18 3.33E-18 3.87E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1590.0 3.35E-18 3.00E-18 3.48E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1591.0 1.49E-18 1.34E-18 1.53E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1595.0 2.60E-19 2.33E-19 2.65E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1600.0 2.05E-19 1.84E-19 2.07E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1610.0 3.16E-19 2.85E-19 3.07E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1611.0 1.75E-18 1.58E-18 1.70E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1612.0 2.00E-18 1.81E-18 1.92E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1613.0 3.10E-18 2.80E-18 2.98E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1614.0 2.08E-18 1.88E-18 2.00E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1615.0 7.10E-19 6.42E-19 6.82E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1616.0 7.10E-19 6.43E-19 6.75E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1620.0 2.70E-19 2.45E-19 2.54E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1627.0 3.35E-19 3.04E-19 3.08E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1631.0 4.50E-19 4.10E-19 4.05E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1636.0 6.30E-19 5.74E-19 5.61E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1638.0 1.86E-18 1.70E-18 1.62E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1639.0 9.30E-19 8.49E-19 8.09E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1640.0 1.45E-18 1.32E-18 1.26E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1648.0 3.72E-19 3.40E-19 3.17E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1660.0 1.35E-18 1.24E-18 1.11E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1670.0 6.60E-19 6.07E-19 5.30E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1685.0 1.60E-18 1.48E-18 1.23E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1700.0 9.50E-19 8.80E-19 6.98E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1715.0 2.80E-18 2.60E-18 1.96E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1730.0 1.35E-18 1.26E-18 9.01E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1750.0 4.30E-18 4.03E-18 2.68E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1765.0 1.80E-18 1.69E-18 1.06E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1780.0 6.70E-18 6.33E-18 3.72E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1795.0 2.60E-18 2.46E-18 1.36E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1810.0 9.80E-18 9.32E-18 4.78E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1825.0 3.20E-18 3.05E-18 1.45E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1840.0 1.30E-17 1.25E-17 5.46E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1855.0 4.00E-18 3.84E-18 1.56E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1870.0 1.60E-17 1.54E-17 5.85E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1885.0 4.00E-18 3.86E-18 1.36E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1905.0 1.60E-17 1.55E-17 4.93E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1920.0 3.50E-18 3.40E-18 9.92E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1940.0 2.00E-17 1.95E-17 5.01E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1955.0 3.00E-18 2.93E-18 6.77E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1975.0 1.80E-17 1.77E-17 3.47E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 1995.0 1.80E-18 1.77E-18 2.88E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.00E-34
 2015.0 1.60E-17 1.58E-17 2.04E-19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2035.0 1.20E-18 1.19E-18 1.13E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2050.0 1.05E-17 1.04E-17 7.32E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2070.0 5.70E-19 5.67E-19 2.72E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2085.0 6.30E-18 6.27E-18 2.74E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2090.0 6.30E-18 6.27E-18 2.65E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2105.0 1.50E-19 1.49E-19 5.69E-22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2115.0 8.40E-19 8.37E-19 2.95E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2125.0 8.40E-19 8.37E-19 2.71E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2145.0 7.00E-20 6.98E-20 1.87E-22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2165.0 5.70E-19 5.69E-19 1.20E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2170.0 7.30E-19 7.29E-19 1.44E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2190.0 1.20E-20 1.20E-20 1.69E-23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2205.0 1.20E-19 1.20E-19 1.18E-22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2210.0 1.30E-19 1.30E-19 1.10E-22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2230.0 2.00E-21 2.00E-21 5.62E-25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2240.0 1.00E-20 1.00E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2245.0 1.20E-20 1.20E-20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2260.0 2.10E-21 2.10E-21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2275.0 1.70E-22 1.70E-22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2310.0 3.70E-23 3.70E-23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2330.0 3.70E-24 3.70E-24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 2798.0 1.86E-24 1.86E-24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
