N2+ + C2H2									

CHECKED	PP
REF_ALPHA	Dutuit2013
REF_BR	Dutuit2013	
									
ALPHA	Logn	4.15e-10	1.25						
									
BR	Dirg									
C2H2+ + N2	0.94/0.09						
N2H+ + C2H	0.06/0.06
