0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
53 0
54 0
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0.01428
67 0.02856
68 0.04284
69 0.05712
70 0.0714
71 0.121781654135338
72 0.172163308270677
73 0.222544962406015
74 0.272926616541353
75 0.323308270676692
76 0.227074696086009
77 0.26305013827961
78 0.146000160308089
79 0.487222127485567
80 0.93943329397875
81 1
82 1
83 1
84 0.0739934711643083
85 0.0657628292105476
86 0.0575321872567869
87 0.0493015453030263
88 0.0410709033492656
89 0.032840261395505
90 0.0246096194417443
91 0.0163789774879837
92 0.00814833553422301
93 0
94 0
95 0
96 0
97 0
98 0
99 0
100 0
101 0
102 0
103 0
104 0
105 0
106 0
107 0
108 0
109 0
110 0
111 0
