CH3 CH2a CH2X CH 
0.21098450860879 0.197364793327945 0.493719194652879 0.097931503410386
0.28675788850811 0.189469924535471 0.424524627219166 0.0992475597372518
0.236183598832766 0.0965911528810045 0.562722620301906 0.104502627984323
0.191850082408928 0.120221062582906 0.591532480662558 0.0963963743456086
0.298695961398349 0.147504067259334 0.451492674577862 0.102307296764455
0.266324399784396 0.14743529158427 0.490758223268269 0.0954820853630644
0.26462119575809 0.0949927470466735 0.550697309263792 0.089688747931445
0.225459528271123 0.232411228361266 0.43938132381065 0.102747919556961
0.293493299821337 0.213601103476768 0.396786301379846 0.0961192953220487
0.279520504567129 0.251007325245991 0.377436640007271 0.092035530179609
0.266593140954501 0.165652236800174 0.468144754986529 0.0996098672587966
0.260147883779223 0.22175245856735 0.426180864951482 0.0919187927019447
0.240530119604481 0.226470041891772 0.436882006082643 0.0961178324211036
0.26169568569015 0.127318836872836 0.505810573685781 0.105174903751233
0.220524604450239 0.183871236367281 0.494371538267985 0.101232620914495
0.236378865361144 0.127346882475246 0.534932355069746 0.101341897093864
0.218008698267764 0.187168260281393 0.493495326550104 0.101327714900738
0.271711711364967 0.211439180925148 0.411943110489506 0.104905997220379
0.263499651435131 0.142543110445098 0.502761049587843 0.091196188531927
0.246600128660779 0.149103794521208 0.507309760077375 0.0969863167406378
0.240061666158783 0.136175867676465 0.535640494926659 0.0881219712380926
0.296705539768206 0.21545280493918 0.388658453769171 0.0991832015234424
0.203801476984049 0.13008014326427 0.573083309819919 0.0930350699317616
0.256149253904365 0.174480132646735 0.467733089892146 0.101637523556754
0.276191731155821 0.196558280897107 0.430437306477204 0.096812681469868
0.260465484050715 0.0930602924903065 0.5525699934048 0.0939042300541785
0.264374786376503 0.162549063593282 0.475673150674235 0.0974029993559793
0.207459111990794 0.144219347971613 0.548010670345758 0.100310869691835
0.325361084145382 0.243028671110077 0.332404981694935 0.099205263049606
0.274640577750214 0.206281485059429 0.414117040872482 0.104960896317876
0.239973986439132 0.241251855965299 0.417277285940905 0.101496871654664
0.238455829144346 0.23053995537415 0.424066103682448 0.106938111799057
0.251107644752512 0.163670345557509 0.474819362879598 0.110402646810381
0.195093423257242 0.137706812857576 0.568854909515853 0.0983448543693289
0.231848437033509 0.198224044678197 0.467951868755683 0.101975649532612
0.261568657471175 0.224294707991555 0.419607769787204 0.0945288647500665
0.222197510834678 0.127870618413725 0.541283640424444 0.108648230327153
0.176445763427403 0.203867731269736 0.514333522612202 0.105352982690659
0.279368466897469 0.186688381871457 0.430141296333875 0.103801854897199
0.274822491644397 0.128867832324178 0.506151461316304 0.0901582147151211
0.222491502227215 0.307525889358692 0.380070481878604 0.0899121265354887
0.293133887306171 0.120698401776869 0.493146565347267 0.0930211455696934
0.232572529771601 0.118697388454863 0.551819248722691 0.0969108330508442
0.26877416915255 0.173999544236231 0.460919531302439 0.0963067553087804
0.19340511275388 0.172640741428713 0.542122068977007 0.0918320768404007
0.282008526726803 0.163415392622631 0.450430580753867 0.1041454998967
0.231587601998631 0.259557277428511 0.41298913836191 0.0958659822109479
0.29752137443551 0.224734209739377 0.389326883796225 0.0884175320288877
0.29456555245799 0.146646611886662 0.458534999467936 0.100252836187412
0.290554517401848 0.210337346313784 0.396744860598185 0.102363275686184
0.218919508561025 0.278016423193755 0.406158048009882 0.0969060202353386
0.276476048639311 0.188135037624399 0.440070783048827 0.0953181306874632
0.305555179912448 0.177482131002791 0.406550258787653 0.110412430297109
0.274971457756983 0.154987569727605 0.468216724186262 0.10182424832915
0.332982284459821 0.171745904944122 0.398007757141359 0.097264053454698
0.276370190059116 0.192493001328136 0.432807463831138 0.0983293447816108
0.272142734894025 0.259650729264974 0.374073224245229 0.0941333115957713
0.276831667169087 0.162565930249019 0.470457189637132 0.090145212944762
0.257266270083793 0.121298958910256 0.525741029997131 0.0956937410088201
0.221410243713243 0.208335581586371 0.471876848366488 0.0983773263338986
0.252686065497292 0.11649360203604 0.535600389370842 0.0952199430958263
0.22148236507788 0.205485280777559 0.478024414759523 0.0950079393850382
0.280975826834732 0.206671288633814 0.419449657132654 0.0929032273987999
0.281179024909559 0.293602829934852 0.326159538498705 0.0990586066568832
0.242899738961162 0.164811444186627 0.4942878453723 0.0980009714799105
0.228482043410823 0.15877527347651 0.521485647245578 0.0912570358670892
0.236390424615036 0.0759305424284686 0.588954466539935 0.0987245664165595
0.278304748938884 0.132987437751711 0.497777498712163 0.0909303145972415
0.239159254367235 0.0989480750251465 0.569854553711008 0.0920381168966106
0.248738015842443 0.172159011724144 0.477473906947664 0.101629065485749
0.222957994610766 0.186704196128825 0.495175241488795 0.0951625677716139
0.222150216951477 0.166344279897144 0.50940158044819 0.102103922703189
0.205612197505305 0.180784540661067 0.515675945886462 0.0979273159471662
0.258912436105106 0.158102667203651 0.481317579575491 0.101667317115753
0.232839902262717 0.223391037046313 0.445359411591447 0.098409649099523
0.301229704934984 0.169776851185226 0.434990807613482 0.0940026362663073
0.29067234704669 0.16152925080136 0.456149255990389 0.0916491461615613
0.215899838610924 0.23066990405023 0.457191165631851 0.0962390917069941
0.266198266334761 0.229237486167166 0.412183211868132 0.0923810356299402
0.245692154096975 0.176140144554088 0.481682998895092 0.0964847024538447
0.263371735265636 0.165303083838199 0.480357889628074 0.0909672912680915
0.312777771904741 0.209999560238469 0.37828946421207 0.098933203644721
0.256336200509039 0.132564027086518 0.513973858690035 0.0971259137144083
0.220608715901891 0.186856137545373 0.494941698716423 0.097593447836314
0.257421758889311 0.19156378220811 0.4494193124042 0.10159514649838
0.288223376336679 0.154242787612674 0.472815613791076 0.0847182222595704
0.243223900743337 0.346191450453069 0.324778970968506 0.0858056778350882
0.255062886246101 0.147966918907039 0.504685352374364 0.0922848424724954
0.306625365070272 0.149508024136637 0.449421852657344 0.0944447581357467
0.235490499926563 0.271142660247202 0.389617554867714 0.103749284958521
0.249255184106056 0.161332103919364 0.499184910936894 0.0902278010376858
0.259159263364255 0.121492883321672 0.527970079195116 0.0913777741189565
0.26309075519816 0.196929735213688 0.446741184824445 0.0932383247637077
0.234996767697725 0.139075240175003 0.535947918032036 0.0899800740952363
0.240852767251269 0.129152034179082 0.544395485842839 0.0855997127268101
0.278876395372683 0.273795729350806 0.344924584033842 0.10240329124267
0.282848434597528 0.206534802233586 0.413253716530891 0.0973630466379946
0.207270204088739 0.177928909521153 0.526109121133362 0.0886917652567459
0.238049083819029 0.180498457759035 0.483780480745009 0.0976719776769268
0.235170647600634 0.29255787280325 0.380020518675707 0.0922509609204096
0.206190045683682 0.176866590643179 0.518353138050515 0.0985902256226249
0.197475232778138 0.186054619036923 0.513023635437855 0.103446512747084
0.280474459727577 0.211874780514872 0.410222509999261 0.0974282497582905
0.223704934620959 0.205464448009311 0.47372062247768 0.0971099948920495
0.256025830346727 0.185173874000277 0.458241382044163 0.100558913608832
0.263719764057614 0.180906788329316 0.459045317845637 0.0963281297674334
0.222842801461737 0.166437172902121 0.516220861802899 0.0944991638332429
0.23749769078793 0.142167055632782 0.527849371493797 0.0924858820854905
0.270796068434061 0.145002939133126 0.489745394086535 0.0944555983462786
0.28908161694336 0.155047941999009 0.455570347285635 0.100300093771996
0.275594764495501 0.214449233836458 0.423019242270033 0.0869367593980081
0.281597888251383 0.106033098597082 0.513232643513331 0.0991363696382041
0.288082866089288 0.166124473405758 0.457586419673087 0.0882062408318672
0.279513684040242 0.141456299186767 0.480694120957088 0.0983358958159029
