HCO+ + E			
			
CHECKED	PP		
			
ALPHA	Logn	3.0e-7	1.3
REF_ALPHA	Geppert2005		
			
BETA	Norm	0.64	0.02
REF_BETA	Geppert2005		
			
REF_BR	Geppert2005		
BR	Dirg		
H + CO	0.92/0.03		
CH + O3P	0.01/0.01		
C + OH	0.07/0.02		
